Poder,Poder_texto,Poder_orden,Poder_imagen,Jurisdiccion,Jurisdiccion_texto,Jurisdiccion_orden,Jurisdiccion_imagen,Administracion,Administracion_texto,Administracion_imagen,Nivel1,Nivel1_texto,Nivel1_imagen,Nivel2,Nivel2_texto,Nivel2_imagen,Nivel3,Nivel3_texto,Nivel3_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,"SECPOLREG - Secretaría de Políticas, Regulación e Institutos",,quien/SECPOLREG.jpg,Programa 16 - Apoyo al Desarrollo de la Atencion Medica,,quien/default.jpg,,,,12,"101,5470602","123,904959","126,904959","120,10675594","109,2596301","108,7103506",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,"SECPOLREG - Secretaría de Políticas, Regulación e Institutos",,quien/SECPOLREG.jpg,"Programa 5 - Actividades Comunes a los Programas 16, 18 y 21",,quien/default.jpg,,,,12,"11,10243522","18,704351","53,408055","50,07579345","49,64829458","40,89264652",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECPROMSAN - Secretaría de Promoción y Programas Sanitarios,,quien/SECPROMSAN.jpg,"Programa 2 - Actividades Comunes a los Programas 20, 22, 24, 26, 37 y 45",,quien/default.jpg,,,,12,"23,21007241","9,577918","9,577918","8,83125201","8,83125201","8,83009839",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECPROMSAN - Secretaría de Promoción y Programas Sanitarios,,quien/SECPROMSAN.jpg,Programa 20 - Prevencion y Control de Enfermedades Inmunoprevenibles,,quien/default.jpg,,,,12,"1875,79398202","2384,427186","2751,857671","2656,04175321","2248,92002635","2055,35407776",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECPROMSAN - Secretaría de Promoción y Programas Sanitarios,,quien/SECPROMSAN.jpg,Programa 42 - Deteccion Temprana y Tratamiento de Patologias Especificas,,quien/default.jpg,,,,12,"14,51944635","33,606","90,320201","68,35932189","29,20732168","20,5253931",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECSALCOM - Secretaría de Salud Comunitaria,,quien/SECSALCOM.jpg,Programa 17 - Atencion de la Madre y el Niño,,quien/default.jpg,,,,12,"1481,28408382","2306,118504","3720,826677","2687,03709654","2421,84649855","2256,00506536",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECSALCOM - Secretaría de Salud Comunitaria,,quien/SECSALCOM.jpg,Programa 24 - Deteccion y Tratamiento de Enfermedades Cronicas y Factores de Riesgo para la Salud,,quien/default.jpg,,,,12,"82,24460431","193,774871","361,03312","141,21486204","126,06972267","119,69941963",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECSALCOM - Secretaría de Salud Comunitaria,,quien/SECSALCOM.jpg,Programa 25 - Desarrollo de la Salud Sexual y la Procreacion Responsable,,quien/default.jpg,,,,12,"99,8640301","98,459","186,507507","149,26266901","132,70289129","116,42734583",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECSALCOM - Secretaría de Salud Comunitaria,,quien/SECSALCOM.jpg,Programa 29 - Reforma del Sector Salud (BID 1903/OC,,quien/default.jpg,,,,12,"870,92675159","749,719075","1011,912605","937,5321823","912,87196628","912,35912223",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SECSALCOM - Secretaría de Salud Comunitaria,,quien/SECSALCOM.jpg,"Programa 6 - Actividades Comunes a los Programas 17, 25, 29, 30, 36, 40 y 42",,quien/default.jpg,,,,12,0,"17,138198","21,930098","17,70893698","16,53885287","16,53381584",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,"SMECOM - Subsecretaría de Medicina Comunitaria, Maternidad e Infancia",,quien/default.jpg,Programa 40 - Sanidad Escolar,,quien/default.jpg,,,,12,"6,13474018","25,275","19,227991","6,84488098","6,84488098","6,11501218",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,"SSPOLREG - Subsecretaría de Políticas, Regulación y Fiscalización",,quien/SSPOLREG.jpg,Programa 18 - Formacion de Recursos Humanos Sanitarios y Asistenciales,,quien/default.jpg,,,,12,"214,45371723","387,872224","353,959006","344,69883396","343,94276691","343,47816583",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,"SSPOLREG - Subsecretaría de Políticas, Regulación y Fiscalización",,quien/SSPOLREG.jpg,"Programa 21 - Planificacion, Control, Regulacion y Fiscalizacion de la Politica de Salud",,quien/default.jpg,,,,12,"97,75989265","129,290026","102,295711","98,70800128","97,19000128","96,83398515",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SSPREVCON - Subsecretaría de Prevención y Control de Riesgos,,quien/SSPREVCON.jpg,Programa 22 - Lucha Contra el SIDA y Enfermedades de Transmision Sexual,,quien/default.jpg,,,,12,"694,41600434","1050,562705","1334,144619","1235,4473081","1078,18287405","884,44814778",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SSPREVCON - Subsecretaría de Prevención y Control de Riesgos,,quien/SSPREVCON.jpg,Programa 37 - Prevencion y Control de Enfermedades Endemicas,,quien/default.jpg,,,,12,"97,12092128","244,291648","279,047605","236,83651896","203,13891361","202,45477365",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,SSPREVCON - Subsecretaría de Prevención y Control de Riesgos,,quien/SSPREVCON.jpg,Programa 45 - Prevencion y Control de Enfermedades Cronicas y Riesgos para la Salud,,quien/default.jpg,,,,12,0,"131,45493","121,393491","102,62723521","91,38145071","70,43386237",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,UEC7412 - Unidad Ejecutora Central  BIRF 7412- AR y 7993-AR,,quien/default.jpg,Programa 38 - Funciones Esenciales de Salud Publica (BIRF 7412,,quien/default.jpg,,,,12,"329,01362535","428,392538","410,316868","377,66315169","357,86444452","355,47995154",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,UFISAL - Unidad de Financiamiento Internacional de Salud (UFI S),,quien/UFISAL.jpg,"Programa 3 - Actividades Comunes a los Programas con Financiamiento Externo 17, 20, 22, 25, 29, 30, 37, 38 y 39",,quien/default.jpg,,,,12,"34,14626253","35,925877","41,3609","37,0355367","34,78348883","34,77223929",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,UNIDAD MTRO MINSAL - Unidad Ministro de Salud,,quien/MINSAL.jpg,Programa 1 - Actividades Centrales,,quien/default.jpg,,,,12,"754,79699801","823,173535","1118,039435","932,21789525","914,1236596","846,23506405",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,UNIDAD MTRO MINSAL - Unidad Ministro de Salud,,quien/MINSAL.jpg,Programa 30 - Fortalecimiento de la Capacidad del Sistema Publico de Salud,,quien/default.jpg,,,,12,"254,81994026","289,858822","155,818876","134,63337322","130,38911922","122,92319916",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM CTRAL MINSAL - Administración Central del Ministerio de Salud,,quien/adm_ctral.svg,UNIDAD MTRO MINSAL - Unidad Ministro de Salud,,quien/MINSAL.jpg,Programa 99 - Erogaciones Figurativas y Transferencias Varias,,quien/default.jpg,,,,12,"1811,0847285","1730,552","3392,848899","2870,85717576","2867,43845676","2700,00710734",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,ANLIS - Administración Nacional de Laboratorios e Institutos de Salud Dr. Carlos G. Malbrán,,quien/ANLIS.jpg,"Programa 56 - Prevencion, Control e Investigacion de Patologias en Salud",,quien/default.jpg,,,,12,"350,47403189","473,559674","492,559674","414,09292171","375,7014409","358,51295676",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,ANLIS - Administración Nacional de Laboratorios e Institutos de Salud Dr. Carlos G. Malbrán,,quien/ANLIS.jpg,Programa 95 - Servicios de la Deuda,,quien/default.jpg,,,,12,"0,01097102","0,006","0,006","0,00484934","0,00484934","0,00484934",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,"ANMAT - Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",,quien/ANMAT.jpg,"Programa 54 - Control y Fiscalizacion de Medicamentos, Alimentos y Productos Medicos",,quien/default.jpg,,,,12,"372,98553221","429,00113","561,63613","458,93438656","413,25292972","387,76289113",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,CNRS - Centro Nacional de Reeducación Social,,quien/CNRS.jpg,Programa 52 - Asistencia Integral y Prevencion en Drogadiccion,,quien/default.jpg,,,,12,"113,60671341","120,56005","150,595414","129,43754863","127,04019011","122,86324347",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,COL. Mtes OCA - Colonia Nacional Dr. Manuel A. Montes de Oca,,quien/COL_MTES_OCA.jpg,COLNAC DE OCA - Colonia Nacional Dr. Manuel A. Montes de Oca,,quien/COLNAC_DE_OCA.jpg,Programa 59 - Atencion de Pacientes,,,12,"272,39109669","358,907213","393,030586","364,75943023","315,84513452","307,24847218",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,Htal. POSADAS - Hospital Nacional Dr. Alejandro Posadas,,quien/HTAL_POSADAS.jpg,HTAL POSADAS - Hospital Nacional Dr. Alejandro Posadas,,quien/HTAL_POSADAS.jpg,Programa 58 - Atencion Sanitaria para la Comunidad,,,12,"1219,94420094","1357,083041","2005,2101","1923,03964308","1835,83940554","1623,02307142",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,Htal. SOMMER - Hospital Nacional Dr. Baldomero Sommer,,quien/HTAL_SOMMER.jpg,HTAL SOMMER - Hospital Nacional Dr. Baldomero Sommer,,quien/HTAL_SOMMER.jpg,Programa 53 - Atencion de Pacientes,,,12,"323,63912866","369,529407","453,255725","387,94678986","373,92848353","359,22477039",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,INCUCAI - Instituto Nacional Central Único Coordinador de Ablación e Implante,,quien/INCUCAI.jpg,Programa 55 - Regulacion de la Ablacion e Implantes,,quien/default.jpg,,,,12,"90,70617234","126,473","140,6646","115,88241868","100,48260388","94,69790883",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,INRPS - Instituto Nacional de Rehabilitación Psicofísica del Sur Dr. Juan Otimio Tesone,,quien/INRPS.jpg,INRPSUR - Instituto Nacional de Rehabilitación Psicofísica del Sur Dr. Juan Otimio Tesone,,quien/INRPSUR.jpg,Programa 60 - Atencion a Personas con Discapacidades Psicofisicas,,,12,"98,29305633","139,771","151,832076","132,03370594","120,67832264","117,83005514",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,SNR - Servicio Nacional de Rehabilitación,,quien/SNR.jpg,Programa 62 - Prevencion y Control de las Discapacidades,,quien/default.jpg,,,,12,"139,6624065","187,043","194,726","164,05151568","159,07471534","147,49676343",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,SUP.SERV.SALUD - Superintendencia de Servicios de Salud,,quien/SUPSERVSALUD.jpg,SUSS - Superintendencia de Servicios de Salud,,quien/SUSS.jpg,Programa 1 - Actividades Centrales,,,12,"192,47013972","277,053269","407,684603","383,71823907","329,63302161","303,36102887",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,SUP.SERV.SALUD - Superintendencia de Servicios de Salud,,quien/SUPSERVSALUD.jpg,SUSS - Superintendencia de Servicios de Salud,,quien/SUSS.jpg,Programa 63 - Asistencia Financiera a Agentes del Seguro de Salud,,,12,"2394,84345684","2427,791192","5003,334525","4121,41596361","4110,46746609","4097,43368151",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINSAL - Ministerio de Salud,,15,quien/MINSAL.jpg,ADM DESC MINSAL - Administración Descentralizada del Ministerio de Salud,,quien/adm_desc.svg,SUP.SERV.SALUD - Superintendencia de Servicios de Salud,,quien/SUPSERVSALUD.jpg,SUSS - Superintendencia de Servicios de Salud,,quien/SUSS.jpg,Programa 50 - Regulacion y Control del Sistema de Salud,,,12,"75,27480795","127,436622","129,009955","114,66427112","92,01436506","87,5199052",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,SECEMPL - Secretaría de Empleo,,quien/SECEMPL.jpg,Programa 16 - Acciones de Empleo,,quien/default.jpg,,,,12,"2132,46279119","2361,073155","3502,125155","2408,91883455","2405,9699279","2354,34493372",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,SECEMPL - Secretaría de Empleo,,quien/SECEMPL.jpg,Programa 23 - Acciones de Capacitacion Laboral,,quien/default.jpg,,,,12,"907,32780869","1603,340474","2011,729656","870,54421967","870,54421817","834,96337687",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,SECEMPL - Secretaría de Empleo,,quien/SECEMPL.jpg,Programa 24 - Sistema Federal de Empleo,,quien/default.jpg,,,,12,"196,96656973","247,196401","275,747401","247,75319195","245,10567093","215,98581349",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,SECSEGSOC - Secretaría de Seguridad Social,,quien/SECSEGSOC.jpg,Programa 18 - Analisis y Formulacion de la Politica de Seguridad Social,,quien/default.jpg,,,,12,"21,79271725","59,066473","30,565973","28,9567835","28,60466058","23,82555008",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,SECTRAB - Secretaría de Trabajo,,quien/SECTRAB.jpg,Programa 20 - Formulacion y Regulacion de la Politica Laboral,,quien/default.jpg,,,,12,"285,89180025","443,12056","428,69406","406,38152846","399,82943687","354,18007935",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,SECTRAB - Secretaría de Trabajo,,quien/SECTRAB.jpg,Programa 22 - Regularizacion del Trabajo,,quien/default.jpg,,,,12,"161,78924544","255,432432","305,918432","235,11706734","225,34633378","208,75423522",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM CTRAL MINTRAB - Administración Central del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_ctral.svg,"UNIDAD MTRO MINTRAB - Unidad Ministro de Trabajo, Empleo y Seguridad Social",,quien/MINTRAB.jpg,Programa 1 - Actividades Centrales,,quien/default.jpg,,,,12,"478,81700079","742,095385","796,586261","624,05059598","605,09412765","548,22118905",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM DESC MINTRAB - Administración Descentralizada del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_desc.svg,ANSES - Administración Nacional de la Seguridad Social,,quien/ANSES.jpg,DGCONECTAR - Dirección General Ejecutiva Programa Conectar igualdad,,quien/default.jpg,Programa 28 - Asistencia Financiera al Programa Conectar Igualdad,,,12,"4111,4911679","2916,937849","3380,362561","2657,7353964","2258,92007349","2192,4732623",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM DESC MINTRAB - Administración Descentralizada del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_desc.svg,ANSES - Administración Nacional de la Seguridad Social,,quien/ANSES.jpg,SSDADM - Subdirección Ejecutiva de Administración,,quien/default.jpg,Programa 99 - Transferencias y Contribuciones a la Seguridad Social y Organismos Descentralizados,,,12,"12266,75645615","13493,88689","18085,78689","15576,17410013","15576,16805895","15132,30301579",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM DESC MINTRAB - Administración Descentralizada del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_desc.svg,ANSES - Administración Nacional de la Seguridad Social,,quien/ANSES.jpg,SSDEPREST - Subdirección Ejecutiva de Prestaciones,,quien/default.jpg,Programa 19 - Asignaciones Familiares,,,12,"47024,13388185","53348,852997","66795,152997","59272,6380294","59272,6380294","56859,20266784",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM DESC MINTRAB - Administración Descentralizada del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_desc.svg,ANSES - Administración Nacional de la Seguridad Social,,quien/ANSES.jpg,SSDEPREST - Subdirección Ejecutiva de Prestaciones,,quien/default.jpg,Programa 20 - Atencion Ex,,,12,"15360,40214958","18211,473448","20681,473448","17411,00536491","17411,00536491","17410,9789997",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM DESC MINTRAB - Administración Descentralizada del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_desc.svg,ANSES - Administración Nacional de la Seguridad Social,,quien/ANSES.jpg,SSDEPREST - Subdirección Ejecutiva de Prestaciones,,quien/default.jpg,Programa 21 - Atencion Pensiones Ex,,,12,"2403,84144335","3118,720313","3318,720313","2842,04341182","2842,0310208","2841,57169617",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINTRAB - Ministerio de Trabajo, Empleo y Seguridad Social",,16,quien/MINTRAB.jpg,"ADM DESC MINTRAB - Administración Descentralizada del Ministerio de Trabajo, Empleo y Seguridad Social",,quien/adm_desc.svg,ANSES - Administración Nacional de la Seguridad Social,,quien/ANSES.jpg,SSDEPREST - Subdirección Ejecutiva de Prestaciones,,quien/default.jpg,Programa 21 - Atencion Pensiones Ex,,,12,"2403,84144335","3118,720313",244,"152,97516023","152,97516023","152,97516023",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
